Z,N,symbol,energy ,, jp,
14,14,Si,7416.26,,2,
14,14,Si,7799.01,,3,
14,14,Si,7933.45,,2,
14,14,Si,8258.74,,2,
14,14,Si,8328.38,,1,
14,14,Si,8413.33,,4,
14,14,Si,8543.56,,6,
14,14,Si,8588.71,,3,
14,14,Si,8904.8,,1,
14,14,Si,8945.2,,5,
14,14,Si,8953.3,,0,
14,14,Si,9164.68,,4,
14,14,Si,9315.92,,3,
14,14,Si,9381.55,,2,
14,14,Si,9417.17,,4,
14,14,Si,9479.49,,2,
14,14,Si,9496.04,,1,
14,14,Si,9702.34,,5,
14,14,Si,9764.52,,3,
14,14,Si,9795.95,,2,
14,14,Si,9929.2,,1,
14,14,Si,10181.6,,3,
14,14,Si,10189.59,,5,
14,14,Si,10209.01,,3,
14,14,Si,10272.3,,0,
14,14,Si,10310.92,,4,
14,14,Si,10376.24,,3,
14,14,Si,10418.25,,5,
14,14,Si,10514.1,,2,
14,14,Si,10541,,3,
14,14,Si,10596.18,,1,
14,14,Si,10668.05,,2,
14,14,Si,10668.34,,4,
14,14,Si,10724.7,,1,
14,14,Si,10778,,1,
14,14,Si,10805.5,,2,
14,14,Si,10883.45,,2,
14,14,Si,10900.42,,1,
14,14,Si,10915.6,,3,
14,14,Si,10944,,4,
14,14,Si,10952.8,,1,
14,14,Si,10994,,1,
14,14,Si,11078.52,,3,
14,14,Si,11100,,6,
14,14,Si,11142,,2,
14,14,Si,11195.22,,4,
14,14,Si,11265,,3,
14,14,Si,11295.6,,1,
14,14,Si,11331.9,,6,
14,14,Si,11432.63,,2,
14,14,Si,11434.5,,4,
14,14,Si,11446,,1,
14,14,Si,11510.4,,6,
14,14,Si,11515.5,,2,
14,14,Si,11576,,6,
14,14,Si,11584.62,,3,
14,14,Si,11656.9,,2,
14,14,Si,11669.7,,1,
14,14,Si,11778.7,,2,
14,14,Si,11778.9,,5,
14,14,Si,11780.7,,0,
14,14,Si,11799.8,,2,
14,14,Si,11867.2,,4,
14,14,Si,11899.9,,4,
14,14,Si,11933.5,,5,
14,14,Si,11975.7,,3,
14,14,Si,11986,,1,
14,14,Si,12015.8,,2,
14,14,Si,12022.7,,5,
14,14,Si,12071.1,,2,
14,14,Si,12073.3,,2,
14,14,Si,12152,,6,
14,14,Si,12174.6,,5,
14,14,Si,12182,,1,
14,14,Si,12194.7,,3,
14,14,Si,12204,,6,
14,14,Si,12216.3,,2,
14,14,Si,12240.1,,3,
14,14,Si,12240.9,,4,
14,14,Si,12265.8,,0,
14,14,Si,12289.5,,2,
14,14,Si,12295.2,,2,
14,14,Si,12301.4,,0,
14,14,Si,12318.3,,2,
14,14,Si,12324.8,,4,
14,14,Si,12331,,1,
14,14,Si,12441.1,,2,
14,14,Si,12475,,4,
14,14,Si,12488.8,,3,
14,14,Si,12541.5,,3,
14,14,Si,12551.2,,4,
14,14,Si,12573.7,,2,
14,14,Si,12635.8,,2,
14,14,Si,12643.1,,5,
14,14,Si,12663.7,,4,
14,14,Si,12715,,0,
14,14,Si,12726.2,,2,
14,14,Si,12742.5,,3,
14,14,Si,12754.8,,1,
14,14,Si,12802.7,,3,
14,14,Si,12805.3,,1,
14,14,Si,12815.4,,1,
14,14,Si,12816.7,,5,
14,14,Si,12855.1,,4,
14,14,Si,12859.1,,6,
14,14,Si,12866.5,,2,
14,14,Si,12900.4,,4,
14,14,Si,12902,,2,
14,14,Si,12917.3,,2,
14,14,Si,12923.8,,3,
14,14,Si,12924,,2,
14,14,Si,12974.2,,1,
14,14,Si,12976,,0,
14,14,Si,12990,,3,
14,14,Si,12994,,5,
14,14,Si,13033.5,,3,
14,14,Si,13039.8,,0,
14,14,Si,13050.4,,2,
14,14,Si,13094.1,,4,
14,14,Si,13114.9,,3,
14,14,Si,13173.3,,3,
14,14,Si,13188.6,,2,
14,14,Si,13190,,1,
14,14,Si,13204.6,,2,
14,14,Si,13208.5,,2,
14,14,Si,13229.7,,2,
14,14,Si,13230.7,,6,
14,14,Si,13234,,0,
14,14,Si,13246.9,,5,
14,14,Si,13247.7,,3,
14,14,Si,13271.6,,2,
14,14,Si,13318.2,,3,
14,14,Si,13320.5,,1,
14,14,Si,13360.8,,4,
14,14,Si,13415.3,,4,
14,14,Si,13423.3,,1,
14,14,Si,13425.4,,5,
14,14,Si,13478.6,,2,
14,14,Si,13483.7,,2,
14,14,Si,13491.8,,3,
14,14,Si,13546.7,,2,
14,14,Si,13557.1,,5,
14,14,Si,13560.3,,3,
14,14,Si,13569,,5,
14,14,Si,13582.3,,6,
14,14,Si,13611.6,,4,
14,14,Si,13616.1,,2,
14,14,Si,13636.3,,3,
14,14,Si,13639.9,,2,
14,14,Si,13640.4,,1,
14,14,Si,13663.2,,3,
14,14,Si,13668.1,,4,
14,14,Si,13678.7,,2,
14,14,Si,13686.4,,2,
14,14,Si,13706.6,,2,
14,14,Si,13708.6,,4,
14,14,Si,13710.2,,4,
14,14,Si,13711.8,,3,
14,14,Si,13734.7,,1,
14,14,Si,13744,,4,
14,14,Si,13789.4,,3,
14,14,Si,13805.9,,4,
14,14,Si,13812.9,,1,
14,14,Si,13814.4,,3,
14,14,Si,13830.4,,3,
14,14,Si,13860.6,,3,
14,14,Si,13874,,3,
14,14,Si,13889.3,,3,
14,14,Si,13901.7,,1,
14,14,Si,13941,,2,
14,14,Si,13968.2,,4,
14,14,Si,13972.4,,2,
14,14,Si,13979.9,,4,
14,14,Si,13982.6,,6,
14,14,Si,13984.1,,2,
14,14,Si,14012.4,,4,
14,14,Si,14024,,1,
14,14,Si,14037,,3,
14,14,Si,14048,,5,
14,14,Si,14049,,2,
14,14,Si,14065,,2,
14,14,Si,14075,,2,
14,14,Si,14089,,3,
14,14,Si,14094,,1,
14,14,Si,14095,,4,
14,14,Si,14102.8,,5,
14,14,Si,14159,,4,
14,14,Si,14163.7,,5,
14,14,Si,14198.6,,3,
14,14,Si,14207.5,,4,
14,14,Si,14210,,2,
14,14,Si,14212.1,,5,
14,14,Si,14227,,3,
14,14,Si,14245,,3,
14,14,Si,14245.4,,7,
14,14,Si,14247,,2,
14,14,Si,14294,,2,
14,14,Si,14298,,4,
14,14,Si,14306,,1,
14,14,Si,14308,,2,
14,14,Si,14328,,4,
14,14,Si,14331.7,,5,
14,14,Si,14346.2,,4,
14,14,Si,14356,,6,
14,14,Si,14358,,4,
14,14,Si,14358,,2,
14,14,Si,14375,,2,
14,14,Si,14391,,0,
14,14,Si,14392.9,,3,
14,14,Si,14402,,4,
14,14,Si,14434,,3,
14,14,Si,14471.2,,6,
14,14,Si,14493,,2,
14,14,Si,14493,,3,
14,14,Si,14515,,3,
14,14,Si,14523,,3,
14,14,Si,14550.5,,3,
14,14,Si,14554.5,,2,
14,14,Si,14572,,5,
14,14,Si,14577.4,,2,
14,14,Si,14633.3,,5,
14,14,Si,14643,,4,
14,14,Si,14722,,4,
14,14,Si,14741.6,,3,
14,14,Si,14802.6,,4,
14,14,Si,14954.2,,3,
14,14,Si,15027.1,,5,
14,14,Si,15051,,0,
14,14,Si,15127,,5,
14,14,Si,15182.7,,6,
14,14,Si,15227,,0,
14,14,Si,15239.5,,4,
14,14,Si,15402.5,,5,
14,14,Si,15494,,0,
14,14,Si,15914.8,,6,
14,15,Si,0,,0.5,1
14,15,Si,1273.387,,1.5,3
14,15,Si,2028.16,,2.5,5
14,15,Si,2425.97,,1.5,3
14,15,Si,3067.13,,2.5,5
14,15,Si,3623.49,,3.5,7
14,15,Si,4079.9,,3.5,7
14,15,Si,4741.1,,4.5,9
14,15,Si,4840.38,,0.5,1
14,15,Si,4895.2,,2.5,5
14,15,Si,4934.438,,1.5,3
14,15,Si,5254.4,,4.5,9
14,15,Si,5284.7,,3.5,7
14,15,Si,5652.2,,4.5,9
14,15,Si,5811.7,,3.5,7
14,15,Si,5947,,1.5,3
14,15,Si,6107.1,,2.5,5
14,15,Si,6192.8,,3.5,7
14,15,Si,6380.61,,0.5,1
14,15,Si,6423,,3.5,7
14,15,Si,6496.23,,0.5,1
14,15,Si,6522,,2.5,5
14,15,Si,6615,,4.5,9
14,15,Si,6695.93,,0.5,1
14,15,Si,6710,,2.5,5
14,15,Si,6712.9,,1.5,3
14,15,Si,6781.1,,5.5,11
14,15,Si,6908.52,,0.5,1
14,15,Si,6921,,3.5,7
14,15,Si,7014,,2.5,5
14,15,Si,7058,,0.5,1
14,15,Si,7072,,1.5,3
14,15,Si,7139,,5.5,11
14,15,Si,7181.8,,1.5,3
14,15,Si,7197,,1.5,3
14,15,Si,7523.19,,0.5,1
14,15,Si,7622.1,,2.5,5
14,15,Si,7692,,0.5,1
14,15,Si,7767,,1.5,3
14,15,Si,7787,,3.5,7
14,15,Si,7987,,4.5,9
14,15,Si,7996.8,,1.5,3
14,15,Si,8173,,5.5,11
14,15,Si,8209,,1.5,3
14,15,Si,8270,,2.5,5
14,15,Si,8290,,2.5,5
14,15,Si,8418,,1.5,3
14,15,Si,8507.5,,1.5,3
14,15,Si,9630,,0.5,1
14,15,Si,11087,,1.5,3
14,15,Si,11305,,1.5,3
14,15,Si,11665,,0.5,1
14,16,Si,0,,0,
14,16,Si,2235.322,,2,
14,16,Si,3498.49,,2,
14,16,Si,3769.48,,1,
14,16,Si,3787.72,,0,
14,16,Si,4810.31,,2,
14,16,Si,4830.85,,3,
14,16,Si,5231.38,,3,
14,16,Si,5279.37,,4,
14,16,Si,5372.2,,0,
14,16,Si,5487.5,,3,
14,16,Si,5614.04,,2,
14,16,Si,5950.73,,4,
14,16,Si,6503.41,,4,
14,16,Si,6537.5,,2,
14,16,Si,6641.21,,2,
14,16,Si,6642,,0,
14,16,Si,6744.06,,1,
14,16,Si,6865.2,,3,
14,16,Si,6914.79,,2,
14,16,Si,6998.9,,5,
14,16,Si,7043.21,,5,
14,16,Si,7079.4,,1,
14,16,Si,7223.2,,4,
14,16,Si,7255.8,,2,
14,16,Si,7441,,0,
14,16,Si,7507.84,,2,
14,16,Si,7612.4,,4,
14,16,Si,7623.9,,2,
14,16,Si,7667.4,,1,
14,16,Si,7809.7,,4,
14,16,Si,7911.8,,2,
14,16,Si,8104.8,,2,
14,16,Si,8156.1,,1,
14,16,Si,8163.22,,1,
14,16,Si,8190.6,,2,
14,16,Si,8194,,5,
14,16,Si,8289.5,,1,
14,16,Si,8441.2,,3,
14,16,Si,8536.4,,3,
14,16,Si,8554,,3,
14,16,Si,8595.9,,4,
14,16,Si,8639.4,,1,
14,16,Si,8672.2,,1,
14,16,Si,8683.7,,2,
14,16,Si,8734,,0,
14,16,Si,8799,,1,
14,16,Si,8887,,0,
14,16,Si,8898.1,,1,
14,16,Si,8939,,2,
14,16,Si,8953.4,,1,
14,16,Si,8959.4,,5,
14,16,Si,8979,,1,
14,16,Si,9034.8,,0,
14,16,Si,9044.8,,3,
14,16,Si,9103.73,,1,
14,16,Si,9106.76,,6,
14,16,Si,9129.8,,4,
14,16,Si,9166.4,,1,
14,16,Si,9255.2,,2,
14,16,Si,9308.11,,1,
14,16,Si,9349.3,,4,
14,16,Si,9362,,1,
14,16,Si,9367.2,,6,
14,16,Si,9405.7,,1,
14,16,Si,9439,,1,
14,16,Si,9474.1,,2,
14,16,Si,9505.2,,5,
14,16,Si,9575,,1,
14,16,Si,9597.3,,0,
14,16,Si,9604.5,,2,
14,16,Si,9619.74,,1,
14,16,Si,9647.3,,3,
14,16,Si,9688,,0,
14,16,Si,9725,,0,
14,16,Si,9760.5,,2,
14,16,Si,9768,,1,
14,16,Si,9773.7,,6,
14,16,Si,9792.3,,1,
14,16,Si,9816,,0,
14,16,Si,9881.8,,3,
14,16,Si,9896.6,,0,
14,16,Si,9953.9,,4,
14,16,Si,9958,,1,
14,16,Si,10026.6,,2,
14,16,Si,10056.4,,4,
14,16,Si,10078.7,,1,
14,16,Si,10115.8,,1,
14,16,Si,10183.8,,0,
14,16,Si,10186.7,,5,
14,16,Si,10202.3,,1,
14,16,Si,10219,,0,
14,16,Si,10275.5,,0,
14,16,Si,10286.7,,4,
14,16,Si,10304.4,,3,
14,16,Si,10347.8,,3,
14,16,Si,10354.9,,0,
14,16,Si,10396,,3,
14,16,Si,10420,,2,
14,16,Si,10449,,0,
14,16,Si,10464.1,,3,
14,16,Si,10472,,1,
14,16,Si,10507.9,,0,
14,16,Si,10554.6,,6,
14,16,Si,10581,,0,
14,16,Si,10622,,0,
14,16,Si,10668.2,,3,
14,16,Si,10675.4,,6,
14,16,Si,10719.33,,7,
14,16,Si,10731.4,,3,
14,16,Si,10794.5,,2,
14,16,Si,10805,,0,
14,16,Si,10821.6,,4,
14,16,Si,10835,,1,
14,16,Si,10865.1,,3,
14,16,Si,10975,,0,
14,16,Si,10990,,3,
14,16,Si,11015,,2,
14,16,Si,11037.5,,3,
14,16,Si,11073,,3,
14,16,Si,11082.7,,4,
14,16,Si,11090,,3,
14,16,Si,11205,,0,
14,16,Si,11209.5,,4,
14,16,Si,11268,,2,
14,16,Si,11321.8,,2,
14,16,Si,11348,,2,
14,16,Si,11382,,0,
14,16,Si,11416.3,,6,
14,16,Si,11473.6,,6,
14,16,Si,11492,,3,
14,16,Si,11510,,4,
14,16,Si,11539.4,,7,
14,16,Si,11563,,5,
14,16,Si,11659.4,,4,
14,16,Si,11739.5,,3,
14,16,Si,11783.7,,4,
14,16,Si,11842,,0,
14,16,Si,11879,,3,
14,16,Si,12014.1,,4,
14,16,Si,12832.02,,8,
14,16,Si,13202.8,,8,
14,16,Si,15191.4,,9,
14,16,Si,15528.8,,9,
15,16,P,0,,0.5,1
15,16,P,1266.13,,1.5,3
15,16,P,2233.6,,2.5,5
15,16,P,3134.3,,0.5,1
15,16,P,3295,,2.5,5
15,16,P,3414.6,,3.5,7
15,16,P,3506.1,,1.5,3
15,16,P,4190.9,,2.5,5
15,16,P,4260.4,,1.5,3
15,16,P,4431.2,,3.5,7
15,16,P,4592.5,,1.5,3
15,16,P,4634.2,,3.5,7
15,16,P,4783.4,,2.5,5
15,16,P,5014.9,,1.5,3
15,16,P,5015.2,,0.5,1
15,16,P,5116,,2.5,5
15,16,P,5256.8,,0.5,1
15,16,P,5342.9,,4.5,9
15,16,P,5530,,2.5,5
15,16,P,5558.9,,1.5,3
15,16,P,5672.1,,2.5,5
15,16,P,5773.5,,3.5,7
15,16,P,5891.9,,4.5,9
15,16,P,5987.9,,1.5,3
15,16,P,6046.4,,3.5,7
15,16,P,6078.1,,4.5,9
15,16,P,6158,,0.5,1
15,16,P,6233.4,,1.5,3
15,16,P,6336.6,,0.5,1
15,16,P,6380.8,,1.5,3
15,16,P,6399,,3.5,7
15,16,P,6452.7,,5.5,11
15,16,P,6460.8,,2.5,5
15,16,P,6496.1,,1.5,3
15,16,P,6501.8,,4.5,9
15,16,P,6594.3,,2.5,5
15,16,P,6610.4,,1.5,3
15,16,P,6796.1,,4.5,9
15,16,P,6824.2,,5.5,11
15,16,P,6841.9,,2.5,5
15,16,P,6909.6,,1.5,3
15,16,P,6931.4,,2.5,5
15,16,P,7073,,2.5,5
15,16,P,7073,,0.5,1
15,16,P,7079.9,,1.5,3
15,16,P,7084,,1.5,3
15,16,P,7117.7,,4.5,9
15,16,P,7141.1,,0.5,1
15,16,P,7214.3,,0.5,1
15,16,P,7313.7,,0.5,1
15,16,P,7314,,2.5,5
15,16,P,7346,,1.5,3
15,16,P,7441.4,,1.5,3
15,16,P,7442.3,,5.5,11
15,16,P,7466,,2.5,5
15,16,P,7736,,2.5,5
15,16,P,7779,,1.5,3
15,16,P,7852,,0.5,1
15,16,P,7859.8,,5.5,11
15,16,P,7896,,0.5,1
15,16,P,7913,,2.5,5
15,16,P,7945,,1.5,3
15,16,P,7994,,2.5,5
15,16,P,8031,,2.5,5
15,16,P,8048,,1.5,3
15,16,P,8077,,5.5,11
15,16,P,8104,,2.5,5
15,16,P,8208,,0.5,1
15,16,P,8224,,3.5,7
15,16,P,8243,,2.5,5
15,16,P,8248,,1.5,3
15,16,P,8343.5,,5.5,11
15,16,P,8345.6,,3.5,7
15,16,P,8355.6,,2.5,5
15,16,P,8414.3,,5.5,11
15,16,P,8433.9,,3.5,7
15,16,P,8461,,1.5,3
15,16,P,8470.4,,2.5,5
15,16,P,8543.6,,0.5,1
15,16,P,8552.2,,0.5,1
15,16,P,8555.4,,1.5,3
15,16,P,8575.6,,2.5,5
15,16,P,8584.2,,2.5,5
15,16,P,8601,,2.5,5
15,16,P,8641.2,,2.5,5
15,16,P,8649.5,,1.5,3
15,16,P,8706.4,,6.5,13
15,16,P,8729.1,,1.5,3
15,16,P,8730.5,,1.5,3
15,16,P,8738,,1.5,3
15,16,P,8754.5,,2.5,5
15,16,P,8757.3,,2.5,5
15,16,P,8763.3,,0.5,1
15,16,P,8840,,2.5,5
15,16,P,8903,,0.5,1
15,16,P,8910,,2.5,5
15,16,P,8936,,1.5,3
15,16,P,8986,,0.5,1
15,16,P,9009,,2.5,5
15,16,P,9046,,1.5,3
15,16,P,9053,,2.5,5
15,16,P,9067,,2.5,5
15,16,P,9113.4,,3.5,7
15,16,P,9115.5,,2.5,5
15,16,P,9128.5,,2.5,5
15,16,P,9130.9,,2.5,5
15,16,P,9154.2,,2.5,5
15,16,P,9156.2,,1.5,3
15,16,P,9176,,6.5,13
15,16,P,9176.2,,1.5,3
15,16,P,9206.1,,2.5,5
15,16,P,9226.3,,0.5,1
15,16,P,9240.7,,1.5,3
15,16,P,9252.9,,3.5,7
15,16,P,9255.9,,3.5,7
15,16,P,9290.8,,1.5,3
15,16,P,9313,,4.5,9
15,16,P,9319.5,,1.5,3
15,16,P,9358.1,,3.5,7
15,16,P,9361.8,,3.5,7
15,16,P,9362,,1.5,3
15,16,P,9399.7,,0.5,1
15,16,P,9412.4,,3.5,7
15,16,P,9440.8,,1.5,3
15,16,P,9448.9,,2.5,5
15,16,P,9450.9,,6.5,13
15,16,P,9476.9,,2.5,5
15,16,P,9515,,0.5,1
15,16,P,9524.6,,1.5,3
15,16,P,9536,,2.5,5
15,16,P,9570,,1.5,3
15,16,P,9578,,1.5,3
15,16,P,9579,,1.5,3
15,16,P,9585,,0.5,1
15,16,P,9594,,1.5,3
15,16,P,9598,,1.5,3
15,16,P,9599.7,,5.5,11
15,16,P,9612,,2.5,5
15,16,P,9659,,0.5,1
15,16,P,9719,,2.5,5
15,16,P,9720,,1.5,3
15,16,P,9756,,2.5,5
15,16,P,9760,,2.5,5
15,16,P,9765,,1.5,3
15,16,P,9765,,1.5,3
15,16,P,9786,,1.5,3
15,16,P,9800,,0.5,1
15,16,P,9815,,2.5,5
15,16,P,9818,,1.5,3
15,16,P,9819,,1.5,3
15,16,P,9840,,3.5,7
15,16,P,9843,,1.5,3
15,16,P,9852,,3.5,7
15,16,P,9865,,3.5,7
15,16,P,9867,,1.5,3
15,16,P,9908,,1.5,3
15,16,P,9925,,1.5,3
15,16,P,9928,,2.5,5
15,16,P,9941,,1.5,3
15,16,P,9946,,2.5,5
15,16,P,9963,,0.5,1
15,16,P,9999,,0.5,1
15,16,P,10019,,2.5,5
15,16,P,10037,,6.5,13
15,16,P,10046,,2.5,5
15,16,P,10075,,0.5,1
15,16,P,10089,,1.5,3
15,16,P,10091.5,,0.5,1
15,16,P,10092.9,,1.5,3
15,16,P,10098,,1.5,3
15,16,P,10116,,0.5,1
15,16,P,10144,,1.5,3
15,16,P,10153,,0.5,1
15,16,P,10192,,1.5,3
15,16,P,10210,,1.5,3
15,16,P,10212,,1.5,3
15,16,P,10217,,7.5,15
15,16,P,10225,,3.5,7
15,16,P,10232,,0.5,1
15,16,P,10267,,0.5,1
15,16,P,10271,,0.5,1
15,16,P,10287,,1.5,3
15,16,P,10303,,1.5,3
15,16,P,10334,,1.5,3
15,16,P,10384,,1.5,3
15,16,P,10400,,1.5,3
15,16,P,10424,,0.5,1
15,16,P,10454,,0.5,1
15,16,P,10482,,0.5,1
15,16,P,10484,,1.5,3
15,16,P,10486,,0.5,1
15,16,P,10502,,0.5,1
15,16,P,10520.1,,5.5,11
15,16,P,10537,,1.5,3
15,16,P,10564,,1.5,3
15,16,P,10607,,1.5,3
15,16,P,10620,,0.5,1
15,16,P,10629,,0.5,1
15,16,P,10645,,1.5,3
15,16,P,10650,,1.5,3
15,16,P,10659,,1.5,3
15,16,P,10672,,0.5,1
15,16,P,10698,,0.5,1
15,16,P,10703,,1.5,3
15,16,P,10706,,1.5,3
15,16,P,10717,,0.5,1
15,16,P,10758,,0.5,1
15,16,P,10759.3,,3.5,7
15,16,P,10774,,0.5,1
15,16,P,10792,,0.5,1
15,16,P,10801,,1.5,3
15,16,P,10818,,1.5,3
15,16,P,10834,,1.5,3
15,16,P,10846,,0.5,1
15,16,P,10857,,0.5,1
15,16,P,10882,,1.5,3
15,16,P,10907,,0.5,1
15,16,P,10936,,0.5,1
15,16,P,10948,,1.5,3
15,16,P,10980,,0.5,1
15,16,P,11075,,1.5,3
15,16,P,11080,,0.5,1
15,16,P,11119,,0.5,1
15,16,P,11135,,1.5,3
15,16,P,11152,,0.5,1
15,16,P,11282,,1.5,3
15,16,P,11296.9,,6.5,13
15,16,P,11317,,1.5,3
15,16,P,11605,,1.5,3
15,16,P,11654,,3.5,7
15,16,P,11733,,1.5,3
15,16,P,11733.9,,7.5,15
15,16,P,11873,,1.5,3
15,16,P,11929,,1.5,3
15,16,P,12002,,1.5,3
15,16,P,12028,,1.5,3
15,16,P,12052,,1.5,3
15,16,P,12078,,2.5,5
15,16,P,12092.2,,3.5,7
15,16,P,12126,,4.5,9
15,16,P,12155,,3.5,7
15,16,P,12202,,5.5,11
15,16,P,12221.8,,2.5,5
15,16,P,12236,,2.5,5
15,16,P,12310,,2.5,5
15,16,P,12330,,2.5,5
15,16,P,12380,,2.5,5
15,16,P,12386,,1.5,3
15,16,P,12419,,2.5,5
15,16,P,12447,,1.5,3
15,16,P,12458,,1.5,3
15,16,P,12482,,3.5,7
15,16,P,12496,,3.5,7
15,16,P,12549,,2.5,5
15,16,P,12629,,1.5,3
15,16,P,12643,,2.5,5
15,16,P,12806,,1.5,3
15,16,P,12830,,1.5,3
15,16,P,13099,,2.5,5
15,16,P,13107,,1.5,3
16,16,S,0,,0,
16,16,S,2230.57,,2,
16,16,S,3778.4,,0,
16,16,S,4281.8,,2,
16,16,S,4459.1,,4,
16,16,S,4695.3,,1,
16,16,S,5006.2,,3,
16,16,S,5412.6,,3,
16,16,S,5548.5,,2,
16,16,S,5796.8,,1,
16,16,S,6222.9,,2,
16,16,S,6411,,4,
16,16,S,6582,,2,
16,16,S,6621.7,,4,
16,16,S,6666.1,,2,
16,16,S,6761.6,,5,
16,16,S,6851.5,,4,
16,16,S,7001.4,,1,
16,16,S,7115.3,,2,
16,16,S,7190.1,,1,
16,16,S,7350,,3,
16,16,S,7434,,1,
16,16,S,7484,,2,
16,16,S,7535.7,,0,
16,16,S,7566.8,,5,
16,16,S,7637,,1,
16,16,S,7701.44,,3,
16,16,S,7882.9,,4,
16,16,S,7921,,1,
16,16,S,7950.1,,4,
16,16,S,7974.9,,4,
16,16,S,8125.4,,1,
16,16,S,8191.1,,4,
16,16,S,8270.3,,3,
16,16,S,8296.1,,3,
16,16,S,8336,,2,
16,16,S,8346.4,,4,
16,16,S,8407,,2,
16,16,S,8499.3,,1,
16,16,S,8729.3,,3,
16,16,S,8745.6,,3,
16,16,S,8861,,2,
16,16,S,9023.8,,4,
16,16,S,9059,,1,
16,16,S,9170,,3,
16,16,S,9196,,2,
16,16,S,9207.55,,1,
16,16,S,9235.2,,1,
16,16,S,9253,,2,
16,16,S,9280,,1,
16,16,S,9289,,1,
16,16,S,9388,,2,
16,16,S,9463.4,,5,
16,16,S,9466,,2,
16,16,S,9485.7,,1,
16,16,S,9562,,1,
16,16,S,9634.6,,4,
16,16,S,9650,,6,
16,16,S,9650.2,,2,
16,16,S,9660.1,,1,
16,16,S,9711.9,,2,
16,16,S,9724,,2,
16,16,S,9731,,1,
16,16,S,9783,,6,
16,16,S,9816.8,,3,
16,16,S,9848,,1,
16,16,S,9887.3,,2,
16,16,S,9919.3,,2,
16,16,S,9935,,1,
16,16,S,9946.6,,1,
16,16,S,9977.9,,4,
16,16,S,9978.3,,3,
16,16,S,9982.7,,2,
16,16,S,9988,,3,
16,16,S,10021,,3,
16,16,S,10073.4,,2,
16,16,S,10079,,1,
16,16,S,10090,,2,
16,16,S,10102.3,,4,
16,16,S,10218.8,,3,
16,16,S,10221.2,,3,
16,16,S,10230.3,,1,
16,16,S,10256.1,,4,
16,16,S,10276,,4,
16,16,S,10286.3,,3,
16,16,S,10290.2,,2,
16,16,S,10292,,3,
16,16,S,10331.1,,1,
16,16,S,10369,,0,
16,16,S,10370.6,,2,
16,16,S,10396.7,,4,
16,16,S,10428,,2,
16,16,S,10456,,1,
16,16,S,10500,,0,
16,16,S,10534,,3,
16,16,S,10570,,0,
16,16,S,10574.4,,5,
16,16,S,10624,,3,
16,16,S,10658,,1,
16,16,S,10700.5,,1,
16,16,S,10705.3,,1,
16,16,S,10745,,0,
16,16,S,10756.7,,3,
16,16,S,10778.8,,2,
16,16,S,10791.3,,1,
16,16,S,10806,,2,
16,16,S,10816,,3,
16,16,S,10825.4,,2,
16,16,S,10832,,2,
16,16,S,10841,,2,
16,16,S,10851,,1,
16,16,S,10868,,2,
16,16,S,10880,,6,
16,16,S,10907,,1,
16,16,S,10933.7,,3,
16,16,S,10941,,1,
16,16,S,10956,,0,
16,16,S,10977,,1,
16,16,S,10980,,6,
16,16,S,10998,,4,
16,16,S,11009.9,,4,
16,16,S,11020,,1,
16,16,S,11052,,4,
16,16,S,11064,,2,
16,16,S,11078,,2,
16,16,S,11092.3,,3,
16,16,S,11107,,2,
16,16,S,11130,,0,
16,16,S,11131,,1,
16,16,S,11139.8,,1,
16,16,S,11170,,6,
16,16,S,11198,,3,
16,16,S,11235.5,,3,
16,16,S,11253.9,,3,
16,16,S,11410,,3,
16,16,S,11425,,1,
16,16,S,11474.6,,3,
16,16,S,11485.8,,1,
16,16,S,11554,,0,
16,16,S,11589.7,,1,
16,16,S,11620,,1,
16,16,S,11629,,1,
16,16,S,11648,,1,
16,16,S,11669.6,,5,
16,16,S,11690,,3,
16,16,S,11696.7,,5,
16,16,S,11750,,1,
16,16,S,11783,,1,
16,16,S,11806,,1,
16,16,S,11823,,1,
16,16,S,11848,,3,
16,16,S,11883,,1,
16,16,S,11936,,3,
16,16,S,11940,,6,
16,16,S,11940.1,,3,
16,16,S,11955,,2,
16,16,S,12002,,2,
16,16,S,12044.19,,2,
16,16,S,12047.96,,0,
16,16,S,12050,,2,
16,16,S,12124,,2,
16,16,S,12160,,3,
16,16,S,12196,,1,
16,16,S,12198,,3,
16,16,S,12235,,2,
16,16,S,12260,,3,
16,16,S,12270,,0,
16,16,S,12362,,3,
16,16,S,12393,,3,
16,16,S,12426,,3,
16,16,S,12465,,2,
16,16,S,12491,,2,
16,16,S,12510,,3,
16,16,S,12553,,2,
16,16,S,12560,,1,
16,16,S,12568,,2,
16,16,S,12600,,3,
16,16,S,12630,,6,
16,16,S,12650,,1,
16,16,S,12710,,5,
16,16,S,12740,,6,
16,16,S,12760,,6,
16,16,S,12770,,2,
16,16,S,12830,,3,
16,16,S,12860,,3,
16,16,S,12910,,3,
16,16,S,12930,,3,
16,16,S,12980,,1,
16,16,S,13040,,4,
16,16,S,13086,,3,
16,16,S,13220,,3,
16,16,S,13230,,1,
16,16,S,13260,,6,
16,16,S,13268,,3,
16,16,S,13339,,3,
16,16,S,13410,,1,
16,16,S,13430,,3,
16,16,S,13490,,3,
16,16,S,13540,,5,
16,16,S,13588,,3,
16,16,S,13655,,3,
16,16,S,13696,,4,
16,16,S,13760,,6,
16,16,S,13780,,1,
16,16,S,13807,,3,
16,16,S,13870,,5,
