Z,N,symbol,energy ,, jp,
50,74,Sn,2578.44,,8,
50,74,Sn,2602.495,,3,
50,74,Sn,2614.45,,4,
50,74,Sn,2656.6,,10,
50,74,Sn,2688.5,,0,
50,74,Sn,2701.78,,5,
50,74,Sn,2703.187,,2,
50,74,Sn,2706,,4,
50,74,Sn,2753.05,,4,
50,74,Sn,2819.3,,6,
50,74,Sn,2836.58,,3,
50,74,Sn,2855.13,,6,
50,74,Sn,2875.37,,2,
50,74,Sn,2878.65,,2,
50,74,Sn,2958.11,,4,
50,74,Sn,2988.03,,3,
50,74,Sn,3011.1,,7,
50,74,Sn,3109.5,,1,
50,74,Sn,3130,,3,
50,74,Sn,3143.86,,4,
50,74,Sn,3214.36,,2,
50,74,Sn,3240.36,,7,
50,74,Sn,3264.49,,2,
50,74,Sn,3267.13,,1,
50,74,Sn,3293.42,,2,
50,74,Sn,3312.99,,2,
50,74,Sn,3330.41,,2,
50,74,Sn,3333.54,,2,
50,74,Sn,3346.46,,3,
50,74,Sn,3360,,4,
50,74,Sn,3362.3,,7,
50,74,Sn,3363.59,,3,
50,74,Sn,3396.5,,1,
50,74,Sn,3410.14,,1,
50,74,Sn,3414,,4,
50,74,Sn,3490.18,,1,
50,74,Sn,3498.58,,1,
50,74,Sn,3509.15,,3,
50,74,Sn,3524.02,,7,
50,74,Sn,3551.53,,3,
50,74,Sn,3583.66,,2,
50,74,Sn,3603.86,,2,
50,74,Sn,3643.4,,7,
50,74,Sn,3655.2,,2,
50,74,Sn,3684.91,,7,
50,74,Sn,3697.3,,1,
50,74,Sn,3710.39,,2,
50,74,Sn,3724.7,,1,
50,74,Sn,3741.62,,2,
50,74,Sn,3760.27,,0,
50,74,Sn,3761.83,,2,
50,74,Sn,3765.14,,7,
50,74,Sn,3802.54,,2,
50,74,Sn,3809.71,,7,
50,74,Sn,3820,,3,
50,74,Sn,3831.4,,2,
50,74,Sn,3834.3,,1,
50,74,Sn,3864.26,,1,
50,74,Sn,3872,,6,
50,74,Sn,3888,,1,
50,74,Sn,3910.7,,2,
50,74,Sn,3917.27,,2,
50,74,Sn,3923,,4,
50,74,Sn,3931.5,,7,
50,74,Sn,3963.6,,1,
50,74,Sn,4043.8,,1,
50,74,Sn,4074.4,,2,
50,74,Sn,4094.2,,2,
50,74,Sn,4156.1,,2,
50,74,Sn,4208.1,,2,
50,74,Sn,4219.2,,1,
50,74,Sn,4227.57,,1,
50,74,Sn,4263.5,,1,
50,74,Sn,4264.1,,1,
50,74,Sn,4269.82,,4,
50,74,Sn,4331.4,,1,
50,74,Sn,4359.58,,0,
50,74,Sn,4470.3,,1,
50,74,Sn,4528.8,,1,
50,74,Sn,4604.6,,1,
50,74,Sn,4620,,4,
50,74,Sn,4620,,3,
50,74,Sn,4672,,3,
50,74,Sn,4707,,3,
50,74,Sn,4770,,3,
50,74,Sn,4818,,5,
50,74,Sn,4880,,3,
50,74,Sn,4916,,3,
50,74,Sn,4948,,5,
50,74,Sn,4953.8,,1,
50,74,Sn,4970,,2,
50,74,Sn,5014,,3,
50,74,Sn,5131,,4,
50,74,Sn,5166,,3,
50,74,Sn,5196,,3,
50,74,Sn,5267,,7,
50,74,Sn,5313,,5,
50,74,Sn,5345,,5,
50,74,Sn,5379,,5,
50,74,Sn,5430,,5,
50,74,Sn,5459,,5,
50,74,Sn,5842.6,,1,
50,74,Sn,5869.8,,1,
50,74,Sn,5902.7,,1,
50,74,Sn,5951.9,,1,
50,74,Sn,5968.6,,1,
50,74,Sn,6002.2,,1,
50,74,Sn,6129.2,,1,
50,74,Sn,6171,,1,
50,74,Sn,6184.2,,1,
50,74,Sn,6236.7,,1,
50,74,Sn,6287.3,,1,
50,74,Sn,6321.8,,1,
50,74,Sn,6369.3,,1,
50,74,Sn,6453.3,,1,
50,74,Sn,6467.7,,1,
50,74,Sn,6503.4,,1,
50,74,Sn,6524.2,,1,
50,74,Sn,6548.7,,1,
50,74,Sn,6561,,1,
50,74,Sn,6566,,1,
50,74,Sn,6584.3,,1,
50,74,Sn,6600,,1,
50,74,Sn,6635.8,,1,
50,74,Sn,6678.1,,1,
50,74,Sn,6683.5,,1,
50,74,Sn,6705.6,,1,
50,74,Sn,6713.8,,1,
50,74,Sn,6722.5,,1,
50,74,Sn,6764.4,,1,
50,74,Sn,6775.8,,1,
50,74,Sn,6790.8,,1,
50,74,Sn,6808.2,,1,
50,74,Sn,6847.3,,1,
50,74,Sn,6902.3,,1,
50,74,Sn,6928.4,,1,
50,74,Sn,6939.1,,1,
50,74,Sn,6947.7,,1,
50,74,Sn,7018.2,,1,
50,74,Sn,7032.7,,1,
50,74,Sn,7062.4,,1,
50,74,Sn,7071.3,,1,
50,74,Sn,7086.7,,1,
50,74,Sn,7125.9,,1,
50,74,Sn,7234,,1,
50,74,Sn,7258.8,,1,
50,74,Sn,7295.7,,1,
50,74,Sn,7308.7,,1,
50,74,Sn,7326.4,,1,
50,74,Sn,7337.7,,1,
50,74,Sn,7344.6,,1,
50,74,Sn,7394.7,,1,
50,74,Sn,7487.8,,1,
50,74,Sn,7536.7,,1,
50,74,Sn,7551.1,,1,
50,74,Sn,7567.1,,1,
50,74,Sn,7576.1,,1,
50,74,Sn,7596.6,,1,
50,74,Sn,7604,,1,
50,74,Sn,7642.9,,1,
50,74,Sn,7666.3,,1,
50,74,Sn,7679.1,,1,
50,74,Sn,7684.2,,1,
50,74,Sn,7691.5,,1,
50,74,Sn,7702.9,,1,
50,74,Sn,7747.7,,1,
50,74,Sn,7759.4,,1,
50,74,Sn,7770.9,,1,
50,74,Sn,7778.4,,1,
50,74,Sn,7788.6,,1,
50,74,Sn,7815.6,,1,
50,74,Sn,7863.7,,1,
50,74,Sn,7872.4,,1,
50,74,Sn,7880.5,,1,
50,74,Sn,7905.4,,1,
50,74,Sn,7913.4,,1,
50,74,Sn,7939.3,,1,
50,74,Sn,7957.4,,1,
50,74,Sn,7999.2,,1,
50,74,Sn,8112.1,,1,
50,74,Sn,8119.1,,1,
50,74,Sn,8132,,1,
50,74,Sn,8162.5,,1,
50,74,Sn,8214.6,,1,
50,74,Sn,8229.2,,1,
50,74,Sn,8257.2,,1,
50,74,Sn,8270.1,,1,
50,74,Sn,8350.4,,1,
50,74,Sn,8376.5,,1,
50,74,Sn,8423.1,,1,
50,74,Sn,8433.5,,1,
52,72,Te,0,,0,
52,72,Te,602.7271,,2,
52,72,Te,1248.5811,,4,
52,72,Te,1325.5131,,2,
52,72,Te,1657.283,,0,
52,72,Te,1746.958,,6,
52,72,Te,1882.92,,0,
52,72,Te,1957.902,,4,
52,72,Te,2039.293,,3,
52,72,Te,2039.421,,2,
52,72,Te,2091.603,,2,
52,72,Te,2153.29,,0,
52,72,Te,2182.41,,2,
52,72,Te,2224.954,,4,
52,72,Te,2293.711,,3,
52,72,Te,2308.42,,0,
52,72,Te,2321.719,,6,
52,72,Te,2322.95,,2,
52,72,Te,2335.03,,5,
52,72,Te,2349.465,,6,
52,72,Te,2454.069,,2,
52,72,Te,2483.362,,4,
52,72,Te,2511.96,,4,
52,72,Te,2521.33,,2,
52,72,Te,2529.6,,1,
52,72,Te,2534.31,,3,
52,72,Te,2549.97,,4,
52,72,Te,2589.61,,6,
52,72,Te,2594.46,,5,
52,72,Te,2600.95,,1,
52,72,Te,2618.63,,3,
52,72,Te,2641.15,,2,
52,72,Te,2664.373,,6,
52,72,Te,2664.43,,8,
52,72,Te,2673.771,,7,
52,72,Te,2681.46,,2,
52,72,Te,2693.679,,3,
52,72,Te,2701.61,,2,
52,72,Te,2710.64,,4,
52,72,Te,2713.77,,5,
52,72,Te,2721.7,,3,
52,72,Te,2730.6,,0,
52,72,Te,2733.9,,2,
52,72,Te,2737.9,,6,
52,72,Te,2747.04,,1,
52,72,Te,2766.93,,1,
52,72,Te,2773.89,,6,
52,72,Te,2774.968,,3,
52,72,Te,2783.21,,1,
52,72,Te,2790.41,,0,
52,72,Te,2808.66,,2,
52,72,Te,2814.53,,2,
52,72,Te,2817.48,,2,
52,72,Te,2834.898,,3,
52,72,Te,2839.039,,6,
52,72,Te,2841.7,,0,
52,72,Te,2844.498,,5,
52,72,Te,2858.9,,2,
52,72,Te,2865.262,,3,
52,72,Te,2872.88,,3,
52,72,Te,2873.53,,7,
52,72,Te,2880.33,,5,
52,72,Te,2884.2,,1,
52,72,Te,2886.05,,3,
52,72,Te,2897.3,,1,
52,72,Te,2902.71,,5,
52,72,Te,2911.18,,7,
52,72,Te,2920.69,,3,
52,72,Te,2933.77,,6,
52,72,Te,2945.59,,2,
52,72,Te,2947.72,,0,
52,72,Te,2954.249,,6,
52,72,Te,2957.55,,3,
52,72,Te,2963.1,,0,
52,72,Te,2965.18,,7,
52,72,Te,2966.98,,5,
52,72,Te,2973.256,,5,
52,72,Te,2975.48,,1,
52,72,Te,2982.71,,2,
52,72,Te,2986.7,,5,
52,72,Te,2988.24,,1,
52,72,Te,3001.12,,2,
52,72,Te,3032.839,,7,
52,72,Te,3038.29,,8,
52,72,Te,3039.9,,0,
52,72,Te,3045.37,,2,
52,72,Te,3048.9,,1,
52,72,Te,3054.62,,3,
52,72,Te,3056.5,,2,
52,72,Te,3069.27,,6,
52,72,Te,3082.77,,2,
52,72,Te,3088.57,,2,
52,72,Te,3091.86,,1,
52,72,Te,3095.07,,1,
52,72,Te,3100.67,,1,
52,72,Te,3107.6,,2,
52,72,Te,3109.38,,2,
52,72,Te,3118.52,,2,
52,72,Te,3136.76,,8,
52,72,Te,3143.22,,0,
52,72,Te,3154.37,,10,
52,72,Te,3162.92,,2,
52,72,Te,3167.94,,2,
52,72,Te,3210.9,,2,
52,72,Te,3212.23,,1,
52,72,Te,3217.6,,2,
52,72,Te,3220.5,,2,
52,72,Te,3235.4,,0,
52,72,Te,3238.24,,1,
52,72,Te,3240.88,,2,
52,72,Te,3257.98,,2,
52,72,Te,3260.84,,6,
52,72,Te,3272.299,,8,
52,72,Te,3279.94,,2,
52,72,Te,3284.22,,2,
52,72,Te,3288.91,,1,
52,72,Te,3290.763,,9,
52,72,Te,3302,,1,
52,72,Te,3307.37,,7,
52,72,Te,3308.5,,2,
52,72,Te,3318.98,,0,
52,72,Te,3336.22,,8,
52,72,Te,3336.51,,2,
52,72,Te,3348.68,,1,
52,72,Te,3350.958,,9,
52,72,Te,3355.2,,2,
52,72,Te,3365.43,,7,
52,72,Te,3367.98,,9,
52,72,Te,3370.15,,8,
52,72,Te,3370.45,,0,
52,72,Te,3382.932,,7,
52,72,Te,3393.63,,1,
52,72,Te,3399.67,,2,
52,72,Te,3409.04,,9,
52,72,Te,3422.6,,6,
52,72,Te,3430.04,,1,
52,72,Te,3438.7,,0,
52,72,Te,3443.05,,1,
52,72,Te,3444.03,,5,
52,72,Te,3450.78,,1,
52,72,Te,3452.69,,6,
52,72,Te,3456.61,,2,
52,72,Te,3460.35,,1,
52,72,Te,3474.64,,0,
52,72,Te,3475.54,,6,
52,72,Te,3479.37,,0,
52,72,Te,3479.56,,6,
52,72,Te,3487.16,,1,
52,72,Te,3490.25,,0,
52,72,Te,3497.54,,2,
52,72,Te,3513.44,,5,
52,72,Te,3526.692,,7,
52,72,Te,3530.04,,1,
52,72,Te,3537.68,,1,
52,72,Te,3543.09,,1,
52,72,Te,3550,,10,
52,72,Te,3554.45,,7,
52,72,Te,3576.03,,2,
52,72,Te,3588.3,,0,
52,72,Te,3598.975,,9,
52,72,Te,3599.3,,2,
52,72,Te,3622.07,,1,
52,72,Te,3628.53,,1,
52,72,Te,3652.13,,7,
52,72,Te,3652.81,,1,
52,72,Te,3654.4,,2,
52,72,Te,3662,,2,
52,72,Te,3666.9,,1,
52,72,Te,3685.7,,0,
52,72,Te,3703.487,,8,
52,72,Te,3709.72,,2,
52,72,Te,3713.99,,8,
52,72,Te,3723.63,,2,
52,72,Te,3755.65,,1,
52,72,Te,3774.1,,1,
52,72,Te,3805.4,,0,
52,72,Te,3810.07,,0,
52,72,Te,3836.46,,9,
52,72,Te,3845.22,,8,
52,72,Te,3850.54,,11,
52,72,Te,3853.57,,0,
52,72,Te,3862.6,,0,
52,72,Te,3872.32,,9,
52,72,Te,3880.2,,1,
52,72,Te,3884.87,,1,
52,72,Te,3904.12,,0,
52,72,Te,3929.47,,1,
52,72,Te,3931.57,,10,
52,72,Te,3945.22,,1,
52,72,Te,3946.4,,1,
52,72,Te,3967.34,,1,
52,72,Te,3984.78,,8,
52,72,Te,3988.593,,11,
52,72,Te,3989.1,,0,
52,72,Te,3996.33,,0,
52,72,Te,3998.3,,1,
52,72,Te,4010.8,,1,
52,72,Te,4030.3,,0,
52,72,Te,4032.76,,11,
52,72,Te,4034.43,,10,
52,72,Te,4043.8,,0,
52,72,Te,4051.4,,11,
52,72,Te,4051.51,,0,
52,72,Te,4057.22,,0,
52,72,Te,4090.23,,1,
52,72,Te,4099.2,,0,
52,72,Te,4114.08,,9,
52,72,Te,4114.37,,0,
52,72,Te,4118.1,,1,
52,72,Te,4128.1,,1,
52,72,Te,4142.2,,2,
52,72,Te,4144.48,,0,
52,72,Te,4146.51,,1,
52,72,Te,4155.38,,2,
52,72,Te,4170.7,,1,
52,72,Te,4177.79,,1,
52,72,Te,4195.06,,1,
52,72,Te,4215.4,,1,
52,72,Te,4229.22,,1,
52,72,Te,4241,,0,
52,72,Te,4244.8,,0,
52,72,Te,4270.3,,1,
52,72,Te,4289.4,,2,
52,72,Te,4302.61,,0,
52,72,Te,4324.4,,1,
52,72,Te,4327.4,,1,
52,72,Te,4375.47,,0,
52,72,Te,4379.47,,0,
52,72,Te,4415.32,,0,
52,72,Te,4439.4,,0,
52,72,Te,4444.8,,0,
52,72,Te,4453.7,,0,
52,72,Te,4487.3,,1,
52,72,Te,4501.24,,0,
52,72,Te,4504.3,,0,
52,72,Te,4524.4,,0,
52,72,Te,4528.1,,0,
52,72,Te,4551.5,,1,
52,72,Te,4568.9,,1,
52,72,Te,4580.97,,1,
52,72,Te,4598.5,,1,
52,72,Te,4630.1,,1,
52,72,Te,4643.46,,1,
52,72,Te,4698,,1,
52,72,Te,4701.95,,0,
52,72,Te,4712.9,,0,
52,72,Te,4723.5,,0,
52,72,Te,4737.28,,0,
52,72,Te,4739.63,,1,
52,72,Te,4754.71,,1,
52,72,Te,4764.4,,1,
52,72,Te,4811.2,,0,
52,72,Te,4818.3,,0,
52,72,Te,4883.27,,1,
52,72,Te,4889.3,,1,
52,72,Te,4897.6,,0,
52,72,Te,4911.41,,2,
52,72,Te,4915.7,,1,
52,72,Te,4932,,0,
52,72,Te,4941.8,,1,
52,72,Te,4962.51,,0,
52,72,Te,4979.58,,0,
52,72,Te,4984.7,,0,
52,72,Te,4990.4,,0,
52,72,Te,4993.51,,1,
52,72,Te,5036.9,,1,
52,72,Te,5050.72,,1,
52,72,Te,5075.83,,1,
52,72,Te,5127.29,,0,
52,72,Te,5132.3,,1,
52,72,Te,5155.94,,1,
52,72,Te,5169.7,,1,
52,72,Te,5285.5,,0,
52,72,Te,5319.2,,0,
52,72,Te,5423.9,,0,
52,72,Te,5445.4,,1,
52,72,Te,5488.5,,1,
52,72,Te,5751.4,,0,
52,73,Te,0,,0.5,1
52,73,Te,35.4925,,1.5,3
52,73,Te,144.775,,5.5,11
52,73,Te,321.09,,4.5,9
52,73,Te,402.09,,3.5,7
52,73,Te,443.562,,1.5,3
52,73,Te,463.3668,,2.5,5
52,73,Te,525.228,,3.5,7
52,73,Te,537.851,,0.5,1
52,73,Te,636.0908,,3.5,7
52,73,Te,642.206,,3.5,7
52,73,Te,652.9,,2.5,5
52,73,Te,671.4448,,2.5,5
52,73,Te,729.229,,1.5,3
52,73,Te,786.577,,3.5,7
52,73,Te,804.6,,7.5,15
52,73,Te,840.91,,7.5,15
52,73,Te,1017.73,,3.5,7
52,73,Te,1029.4,,4.5,9
52,73,Te,1053.85,,1.5,3
52,73,Te,1066.31,,1.5,3
52,73,Te,1071.868,,2.5,5
52,73,Te,1091.4,,1.5,3
52,73,Te,1133.33,,1.5,3
52,73,Te,1148.7,,3.5,7
52,73,Te,1191.73,,5.5,11
52,73,Te,1209.61,,2.5,5
52,73,Te,1242.82,,0.5,1
52,73,Te,1265.17,,1.5,3
52,73,Te,1310.51,,7.5,15
52,73,Te,1314.6,,3.5,7
52,73,Te,1319.538,,1.5,3
52,73,Te,1322.33,,2.5,5
52,73,Te,1358.19,,3.5,7
52,73,Te,1435.91,,2.5,5
52,73,Te,1500.66,,9.5,19
52,73,Te,1529.514,,1.5,3
52,73,Te,1570.16,,7.5,15
52,73,Te,1587.37,,0.5,1
52,73,Te,1652.64,,2.5,5
52,73,Te,1670.25,,1.5,3
52,73,Te,1699.88,,1.5,3
52,73,Te,1713.54,,0.5,1
52,73,Te,1732.5,,3.5,7
52,73,Te,1759.83,,1.5,3
52,73,Te,1766.36,,1.5,3
52,73,Te,1775.04,,0.5,1
52,73,Te,1813.09,,1.5,3
52,73,Te,1820.2,,2.5,5
52,73,Te,1832.46,,3.5,7
52,73,Te,1851.37,,10.5,21
52,73,Te,1865.19,,1.5,3
52,73,Te,1899.21,,1.5,3
52,73,Te,1905.17,,1.5,3
52,73,Te,1911.17,,1.5,3
52,73,Te,1918.59,,1.5,3
52,73,Te,1932.79,,2.5,5
52,73,Te,1956.701,,1.5,3
52,73,Te,1969.41,,3.5,7
52,73,Te,1978.77,,0.5,1
52,73,Te,1982.27,,2.5,5
52,73,Te,1990.66,,0.5,1
52,73,Te,1995.18,,4.5,9
52,73,Te,2009.39,,1.5,3
52,73,Te,2021.36,,1.5,3
52,73,Te,2047.28,,0.5,1
52,73,Te,2048.96,,1.5,3
52,73,Te,2060.89,,1.5,3
52,73,Te,2077.05,,0.5,1
52,73,Te,2079.5,,3.5,7
52,73,Te,2087.02,,0.5,1
52,73,Te,2108.55,,0.5,1
52,73,Te,2112.5,,2.5,5
52,73,Te,2129.65,,0.5,1
52,73,Te,2132.75,,1.5,3
52,73,Te,2149.61,,0.5,1
52,73,Te,2159.5,,3.5,7
52,73,Te,2176.06,,0.5,1
52,73,Te,2181.96,,0.5,1
52,73,Te,2187.7,,3.5,7
52,73,Te,2220.25,,1.5,3
52,73,Te,2226.53,,1.5,3
52,73,Te,2247.31,,0.5,1
52,73,Te,2251.16,,0.5,1
52,73,Te,2270.89,,1.5,3
52,73,Te,2311.47,,0.5,1
52,73,Te,2313.72,,0.5,1
52,73,Te,2315.75,,1.5,3
52,73,Te,2372.94,,0.5,1
52,73,Te,2375.11,,9.5,19
52,73,Te,2375.4,,2.5,5
52,73,Te,2379.72,,0.5,1
52,73,Te,2415.52,,0.5,1
52,73,Te,2438.99,,1.5,3
52,73,Te,2466.58,,0.5,1
52,73,Te,2495.73,,1.5,3
52,73,Te,2522.45,,1.5,3
52,73,Te,2550.48,,1.5,3
52,73,Te,2560.99,,0.5,1
52,73,Te,2568.27,,0.5,1
52,73,Te,2570.2,,11.5,23
52,73,Te,2585.67,,0.5,1
52,73,Te,2607,,0.5,1
52,73,Te,2622.6,,2.5,5
52,73,Te,2642.3,,0.5,1
52,73,Te,2649.99,,1.5,3
52,73,Te,2729.28,,0.5,1
52,73,Te,2751.79,,0.5,1
52,73,Te,2753.8,,0.5,1
52,73,Te,2770.76,,1.5,3
52,73,Te,2785.36,,1.5,3
52,73,Te,2801.92,,0.5,1
52,73,Te,2898.09,,0.5,1
52,73,Te,2965.4,,0.5,1
52,73,Te,2990.87,,0.5,1
52,73,Te,3021.63,,1.5,3
52,73,Te,3106.64,,0.5,1
52,73,Te,3130.1,,0.5,1
52,73,Te,3142.3,,1.5,3
52,73,Te,3174.41,,0.5,1
52,73,Te,3183.84,,0.5,1
52,73,Te,3208.37,,0.5,1
52,73,Te,3334,,0.5,1
52,73,Te,3430.03,,0.5,1
52,73,Te,3564.2,,0.5,1
52,73,Te,3598,,0.5,1
52,73,Te,3655,,0.5,1
52,73,Te,3696,,1.5,3
52,73,Te,3721,,1.5,3
52,73,Te,4041,,0.5,1
52,73,Te,4127,,0.5,1
52,73,Te,4163,,0.5,1
52,73,Te,4192,,0.5,1
52,73,Te,4797,,0.5,1
52,73,Te,4928,,0.5,1
52,73,Te,5055,,0.5,1
52,73,Te,5161,,0.5,1
52,73,Te,5291,,0.5,1
52,73,Te,5375,,0.5,1
52,73,Te,5479,,0.5,1
52,74,Te,0,,0,
52,74,Te,666.352,,2,
52,74,Te,1361.395,,4,
52,74,Te,1420.181,,2,
52,74,Te,1776.19,,6,
52,74,Te,1873.399,,0,
52,74,Te,2013.172,,4,
52,74,Te,2045.154,,2,
52,74,Te,2128.39,,3,
52,74,Te,2181.515,,1,
52,74,Te,2184.354,,2,
52,74,Te,2218.203,,5,
52,74,Te,2309.185,,4,
52,74,Te,2385.814,,3,
52,74,Te,2385.984,,4,
52,74,Te,2396.42,,6,
52,74,Te,2421.15,,2,
52,74,Te,2479.73,,4,
52,74,Te,2496.83,,7,
52,74,Te,2503.55,,2,
52,74,Te,2515.21,,6,
52,74,Te,2533.85,,4,
52,74,Te,2577.822,,3,
52,74,Te,2578.5,,0,
52,74,Te,2585.462,,2,
52,74,Te,2661.43,,5,
52,74,Te,2678.78,,2,
52,74,Te,2682.03,,1,
52,74,Te,2704.49,,5,
52,74,Te,2731.13,,3,
52,74,Te,2744.2,,3,
52,74,Te,2765.75,,8,
52,74,Te,2782.72,,4,
52,74,Te,2803.02,,2,
52,74,Te,2811.6,,7,
52,74,Te,2812.89,,1,
52,74,Te,2839.7,,6,
52,74,Te,2858.87,,3,
52,74,Te,2877.22,,2,
52,74,Te,2897.93,,1,
52,74,Te,2974.32,,1,
52,74,Te,2974.4,,10,
52,74,Te,3008.11,,2,
52,74,Te,3015.58,,1,
52,74,Te,3045.71,,1,
52,74,Te,3131.1,,2,
52,74,Te,3193.5,,7,
52,74,Te,3389.8,,1,
52,74,Te,3681.34,,1,
52,74,Te,3687.9,,12,
52,74,Te,3759.2,,1,
52,74,Te,3976.6,,2,
52,74,Te,4421.6,,1,
52,74,Te,4466.6,,1,
52,74,Te,4510.78,,0,
52,74,Te,4538.2,,14,
52,74,Te,4559.6,,1,
52,74,Te,4594.6,,0,
52,74,Te,4700.53,,0,
52,74,Te,4799.6,,0,
52,74,Te,4889.6,,0,
52,74,Te,4939.6,,0,
52,74,Te,5070.6,,0,
52,74,Te,7915.3,,1,
54,72,Xe,0,,0,
54,72,Xe,388.631,,2,
54,72,Xe,879.871,,2,
54,72,Xe,942,,4,
54,72,Xe,1313.88,,0,
54,72,Xe,1317.68,,3,
54,72,Xe,1488.38,,4,
54,72,Xe,1634.98,,6,
54,72,Xe,1678.569,,2,
54,72,Xe,1760.54,,0,
54,72,Xe,1867.2,,6,
54,72,Xe,1903.13,,4,
54,72,Xe,1903.49,,5,
54,72,Xe,2004.85,,3,
54,72,Xe,2042.09,,4,
54,72,Xe,2064,,2,
54,72,Xe,2086.3,,2,
54,72,Xe,2214.31,,6,
54,72,Xe,2215.18,,1,
54,72,Xe,2228.66,,0,
54,72,Xe,2258.78,,4,
54,72,Xe,2262.48,,3,
54,72,Xe,2301.56,,5,
54,72,Xe,2304.62,,4,
54,72,Xe,2305.37,,2,
54,72,Xe,2314.89,,3,
54,72,Xe,2321.54,,4,
54,72,Xe,2347.24,,0,
54,72,Xe,2350.57,,2,
54,72,Xe,2358.59,,2,
54,72,Xe,2363.07,,5,
54,72,Xe,2395.3,,3,
54,72,Xe,2414.28,,5,
54,72,Xe,2419.24,,1,
54,72,Xe,2435.71,,8,
54,72,Xe,2455.323,,2,
54,72,Xe,2489.36,,2,
54,72,Xe,2492.59,,6,
54,72,Xe,2502.56,,0,
54,72,Xe,2515.21,,3,
54,72,Xe,2520.87,,0,
54,72,Xe,2537.79,,4,
54,72,Xe,2553.03,,0,
54,72,Xe,2562.15,,6,
54,72,Xe,2565.16,,3,
54,72,Xe,2591.4,,7,
54,72,Xe,2598.58,,5,
54,72,Xe,2608.87,,4,
54,72,Xe,2622.91,,5,
54,72,Xe,2661.42,,7,
54,72,Xe,2664.55,,6,
54,72,Xe,2677.85,,7,
54,72,Xe,2741.85,,5,
54,72,Xe,2753.53,,3,
54,72,Xe,2758.21,,8,
54,72,Xe,2762.58,,6,
54,72,Xe,2765.6,,3,
54,72,Xe,2788.16,,5,
54,72,Xe,2789.9,,5,
54,72,Xe,2796.42,,0,
54,72,Xe,2875.5,,5,
54,72,Xe,2880.97,,7,
54,72,Xe,2893.18,,2,
54,72,Xe,2907.6,,3,
54,72,Xe,2934.7,,5,
54,72,Xe,2952.3,,7,
54,72,Xe,2973.9,,4,
54,72,Xe,3064.31,,9,
54,72,Xe,3094.28,,8,
54,72,Xe,3117.19,,8,
54,72,Xe,3197.98,,8,
54,72,Xe,3219.02,,9,
54,72,Xe,3294.64,,9,
54,72,Xe,3314.14,,10,
54,72,Xe,3359.71,,10,
54,72,Xe,3383.78,,9,
54,72,Xe,3446.31,,10,
54,72,Xe,3783.31,,11,
54,72,Xe,3884.57,,12,
54,72,Xe,4274.4,,12,
54,72,Xe,4619.45,,14,
54,72,Xe,5508.6,,16,
53,74,I,0,,2.5,5
53,74,I,57.608,,3.5,7
53,74,I,202.86,,1.5,3
53,74,I,374.992,,0.5,1
53,74,I,417.99,,2.5,5
53,74,I,618.31,,1.5,3
53,74,I,628.69,,3.5,7
53,74,I,650.92,,4.5,9
53,74,I,716.5,,5.5,11
53,74,I,744.71,,4.5,9
53,74,I,990.94,,1.5,3
53,74,I,1044.1,,3.5,7
53,74,I,1094.37,,1.5,3
53,74,I,1122.76,,0.5,1
53,74,I,1181.4,,4.5,9
53,74,I,1218.45,,3.5,7
53,74,I,1235.07,,5.5,11
53,74,I,1266.6,,6.5,13
53,74,I,1274.97,,3.5,7
53,74,I,1319,,3.5,7
53,74,I,1342,,3.5,7
53,74,I,1350.2,,4.5,9
53,74,I,1401.82,,1.5,3
53,74,I,1413.2,,4.5,9
53,74,I,1442.9,,0.5,1
53,74,I,1480,,7.5,15
53,74,I,1507,,1.5,3
53,74,I,1555.6,,0.5,1
53,74,I,1569,,3.5,7
53,74,I,1658.6,,2.5,5
53,74,I,1675.8,,5.5,11
53,74,I,1792,,0.5,1
53,74,I,1869.5,,1.5,3
53,74,I,1876.7,,8.5,17
53,74,I,1886,,1.5,3
53,74,I,1894,,7.5,15
53,74,I,1909,,2.5,5
53,74,I,1913,,0.5,1
53,74,I,2072.2,,6.5,13
53,74,I,2136,,1.5,3
53,74,I,2168,,1.5,3
53,74,I,2360.1,,9.5,19
53,74,I,2412.3,,7.5,15
53,74,I,2545.8,,9.5,19
53,74,I,2810.2,,10.5,21
53,74,I,2975.8,,11.5,23
53,74,I,7727,,1.5,3
53,74,I,7798,,0.5,1
53,74,I,8507,,2.5,5
53,74,I,8870,,2.5,5
53,74,I,9632,,3.5,7
53,74,I,9740,,3.5,7
53,74,I,9847,,3.5,7
53,74,I,10150,,1.5,3
53,74,I,10347,,0.5,1
53,74,I,11142,,1.5,3
54,74,Xe,0,,0,
54,74,Xe,442.911,,2,
54,74,Xe,969.475,,2,
54,74,Xe,1033.149,,4,
54,74,Xe,1429.56,,3,
54,74,Xe,1582.976,,0,
54,74,Xe,1603.5,,4,
54,74,Xe,1737.29,,6,
54,74,Xe,1877.33,,0,
54,74,Xe,1996.74,,5,
54,74,Xe,1999.645,,2,
54,74,Xe,2023.06,,4,
54,74,Xe,2127.06,,1,
54,74,Xe,2138.68,,3,
54,74,Xe,2165.9,,4,
54,74,Xe,2191,,1,
54,74,Xe,2229.22,,5,
54,74,Xe,2272.85,,2,
54,74,Xe,2276,,1,
54,74,Xe,2280.93,,6,
54,74,Xe,2305.7,,3,
54,74,Xe,2336.05,,4,
54,74,Xe,2360,,1,
54,74,Xe,2361.6,,3,
